top_rank,arch_name,window_length,dropout,learning_rate,channels,eta,temperature,mid_floor,late_tau,order_blend,proxy_mean_score,proxy_worst_score,C1_to_C4_score,C1_to_C4_acc,C1_to_C4_f1,C1_to_C4_middle_recall,C1_to_C4_ratio_penalty,C1_to_C4_q_RMSE,C1_to_C4_q_R2,C4_to_C1_score,C4_to_C1_acc,C4_to_C1_f1,C4_to_C1_middle_recall,C4_to_C1_ratio_penalty,C4_to_C1_q_RMSE,C4_to_C1_q_R2
68,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.55,1.0,0.06,0.56,0.25,1.027052502102846,1.562617392412033,1.562617392412033,0.6862745098039216,0.7012431823976816,0.4318181818181818,0.4901960784313726,0.07399382364802026,0.8833684639774493,0.491487611793659,0.8431372549019608,0.848490954598739,1.0,0.3137254901960784,0.08602018129095844,0.8401440269573174
69,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.55,1.0,0.1,0.56,0.25,1.027052502102846,1.562617392412033,1.562617392412033,0.6862745098039216,0.7012431823976816,0.4318181818181818,0.4901960784313726,0.07399382364802026,0.8833684639774493,0.491487611793659,0.8431372549019608,0.848490954598739,1.0,0.3137254901960784,0.08602018129095844,0.8401440269573174
70,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.65,1.2,0.03,0.56,0.25,1.0280976196058884,1.555398960411817,1.555398960411817,0.6895424836601307,0.7045352308510203,0.4318181818181818,0.4901960784313726,0.07399382364802026,0.8833684639774493,0.5007962787999597,0.8398692810457516,0.8453633617231181,1.0,0.32026143790849676,0.08602018129095844,0.8401440269573174
71,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.65,1.2,0.03,0.6,0.25,1.0280976196058884,1.555398960411817,1.555398960411817,0.6895424836601307,0.7045352308510203,0.4318181818181818,0.4901960784313726,0.07399382364802026,0.8833684639774493,0.5007962787999597,0.8398692810457516,0.8453633617231181,1.0,0.32026143790849676,0.08602018129095844,0.8401440269573174
72,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.65,1.2,0.06,0.56,0.25,1.0280976196058884,1.555398960411817,1.555398960411817,0.6895424836601307,0.7045352308510203,0.4318181818181818,0.4901960784313726,0.07399382364802026,0.8833684639774493,0.5007962787999597,0.8398692810457516,0.8453633617231181,1.0,0.32026143790849676,0.08602018129095844,0.8401440269573174
73,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.65,1.2,0.06,0.6,0.25,1.0280976196058884,1.555398960411817,1.555398960411817,0.6895424836601307,0.7045352308510203,0.4318181818181818,0.4901960784313726,0.07399382364802026,0.8833684639774493,0.5007962787999597,0.8398692810457516,0.8453633617231181,1.0,0.32026143790849676,0.08602018129095844,0.8401440269573174
74,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.65,1.2,0.1,0.56,0.25,1.0280976196058884,1.555398960411817,1.555398960411817,0.6895424836601307,0.7045352308510203,0.4318181818181818,0.4901960784313726,0.07399382364802026,0.8833684639774493,0.5007962787999597,0.8398692810457516,0.8453633617231181,1.0,0.32026143790849676,0.08602018129095844,0.8401440269573174
75,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.65,1.2,0.1,0.6,0.25,1.0280976196058884,1.555398960411817,1.555398960411817,0.6895424836601307,0.7045352308510203,0.4318181818181818,0.4901960784313726,0.07399382364802026,0.8833684639774493,0.5007962787999597,0.8398692810457516,0.8453633617231181,1.0,0.32026143790849676,0.08602018129095844,0.8401440269573174
76,L12_drop0p2_lr0p0005_ch16-32-32,12,0.2,0.0005,"(16, 32, 32)",0.45,1.0,0.1,0.56,0.0,1.0283015291280018,1.5496798928344764,1.5496798928344764,0.680921052631579,0.6960126360482892,0.44696969696969696,0.4802631578947369,0.06817527964896171,0.9002984682295079,0.5069231654215272,0.8717105263157895,0.8750692091333909,1.0,0.256578947368421,0.2268951856690817,-0.12733259141948783
77,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.45,1.0,0.03,0.6,0.25,1.0296835190331972,1.5956807128821557,1.5956807128821557,0.6764705882352942,0.6913424256383149,0.42424242424242425,0.49673202614379086,0.07399382364802026,0.8833684639774493,0.4636863251842385,0.8529411764705882,0.8577698045510339,1.0,0.2941176470588235,0.08602018129095844,0.8401440269573174
78,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.45,1.0,0.06,0.6,0.25,1.0296835190331972,1.5956807128821557,1.5956807128821557,0.6764705882352942,0.6913424256383149,0.42424242424242425,0.49673202614379086,0.07399382364802026,0.8833684639774493,0.4636863251842385,0.8529411764705882,0.8577698045510339,1.0,0.2941176470588235,0.08602018129095844,0.8401440269573174
79,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.45,1.0,0.1,0.6,0.25,1.0296835190331972,1.5956807128821557,1.5956807128821557,0.6764705882352942,0.6913424256383149,0.42424242424242425,0.49673202614379086,0.07399382364802026,0.8833684639774493,0.4636863251842385,0.8529411764705882,0.8577698045510339,1.0,0.2941176470588235,0.08602018129095844,0.8401440269573174
80,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.55,1.0,0.03,0.6,0.25,1.0306756999423445,1.56986378809103,1.56986378809103,0.6830065359477124,0.6979278308786915,0.4318181818181818,0.49019607843137253,0.07399382364802026,0.8833684639774493,0.491487611793659,0.8431372549019608,0.848490954598739,1.0,0.3137254901960784,0.08602018129095844,0.8401440269573174
81,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.55,1.0,0.03,0.64,0.25,1.0306756999423445,1.56986378809103,1.56986378809103,0.6830065359477124,0.6979278308786915,0.4318181818181818,0.49019607843137253,0.07399382364802026,0.8833684639774493,0.491487611793659,0.8431372549019608,0.848490954598739,1.0,0.3137254901960784,0.08602018129095844,0.8401440269573174
82,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.55,1.0,0.06,0.6,0.25,1.0306756999423445,1.56986378809103,1.56986378809103,0.6830065359477124,0.6979278308786915,0.4318181818181818,0.49019607843137253,0.07399382364802026,0.8833684639774493,0.491487611793659,0.8431372549019608,0.848490954598739,1.0,0.3137254901960784,0.08602018129095844,0.8401440269573174
83,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.55,1.0,0.06,0.64,0.25,1.0306756999423445,1.56986378809103,1.56986378809103,0.6830065359477124,0.6979278308786915,0.4318181818181818,0.49019607843137253,0.07399382364802026,0.8833684639774493,0.491487611793659,0.8431372549019608,0.848490954598739,1.0,0.3137254901960784,0.08602018129095844,0.8401440269573174
84,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.55,1.0,0.1,0.6,0.25,1.0306756999423445,1.56986378809103,1.56986378809103,0.6830065359477124,0.6979278308786915,0.4318181818181818,0.49019607843137253,0.07399382364802026,0.8833684639774493,0.491487611793659,0.8431372549019608,0.848490954598739,1.0,0.3137254901960784,0.08602018129095844,0.8401440269573174
85,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.55,1.0,0.1,0.64,0.25,1.0306756999423445,1.56986378809103,1.56986378809103,0.6830065359477124,0.6979278308786915,0.4318181818181818,0.49019607843137253,0.07399382364802026,0.8833684639774493,0.491487611793659,0.8431372549019608,0.848490954598739,1.0,0.3137254901960784,0.08602018129095844,0.8401440269573174
86,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.65,1.2,0.03,0.64,0.25,1.0317068356059964,1.562617392412033,1.562617392412033,0.6862745098039216,0.7012431823976816,0.4318181818181818,0.4901960784313726,0.07399382364802026,0.8833684639774493,0.5007962787999597,0.8398692810457516,0.8453633617231181,1.0,0.32026143790849676,0.08602018129095844,0.8401440269573174
87,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.65,1.2,0.06,0.64,0.25,1.0317068356059964,1.562617392412033,1.562617392412033,0.6862745098039216,0.7012431823976816,0.4318181818181818,0.4901960784313726,0.07399382364802026,0.8833684639774493,0.5007962787999597,0.8398692810457516,0.8453633617231181,1.0,0.32026143790849676,0.08602018129095844,0.8401440269573174
88,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.65,1.2,0.1,0.64,0.25,1.0317068356059964,1.562617392412033,1.562617392412033,0.6862745098039216,0.7012431823976816,0.4318181818181818,0.4901960784313726,0.07399382364802026,0.8833684639774493,0.5007962787999597,0.8398692810457516,0.8453633617231181,1.0,0.32026143790849676,0.08602018129095844,0.8401440269573174
89,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.45,1.0,0.03,0.64,0.25,1.0333318539348664,1.602977382685494,1.602977382685494,0.673202614379085,0.6879851790157073,0.42424242424242425,0.49673202614379086,0.07399382364802026,0.8833684639774493,0.4636863251842385,0.8529411764705882,0.8577698045510339,1.0,0.2941176470588235,0.08602018129095844,0.8401440269573174
90,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.45,1.0,0.06,0.64,0.25,1.0333318539348664,1.602977382685494,1.602977382685494,0.673202614379085,0.6879851790157073,0.42424242424242425,0.49673202614379086,0.07399382364802026,0.8833684639774493,0.4636863251842385,0.8529411764705882,0.8577698045510339,1.0,0.2941176470588235,0.08602018129095844,0.8401440269573174
91,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.45,1.0,0.1,0.64,0.25,1.0333318539348664,1.602977382685494,1.602977382685494,0.673202614379085,0.6879851790157073,0.42424242424242425,0.49673202614379086,0.07399382364802026,0.8833684639774493,0.4636863251842385,0.8529411764705882,0.8577698045510339,1.0,0.2941176470588235,0.08602018129095844,0.8401440269573174
92,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.55,1.2,0.03,0.56,0.25,1.0353069862731181,1.5884138187627386,1.5884138187627386,0.6797385620915033,0.6946748591909883,0.42424242424242425,0.49673202614379086,0.07399382364802026,0.8833684639774493,0.48220015378349773,0.8464052287581699,0.8516008733109105,1.0,0.30718954248366015,0.08602018129095844,0.8401440269573174
93,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.55,1.2,0.03,0.6,0.25,1.0353069862731181,1.5884138187627386,1.5884138187627386,0.6797385620915033,0.6946748591909883,0.42424242424242425,0.49673202614379086,0.07399382364802026,0.8833684639774493,0.48220015378349773,0.8464052287581699,0.8516008733109105,1.0,0.30718954248366015,0.08602018129095844,0.8401440269573174
94,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.55,1.2,0.06,0.56,0.25,1.0353069862731181,1.5884138187627386,1.5884138187627386,0.6797385620915033,0.6946748591909883,0.42424242424242425,0.49673202614379086,0.07399382364802026,0.8833684639774493,0.48220015378349773,0.8464052287581699,0.8516008733109105,1.0,0.30718954248366015,0.08602018129095844,0.8401440269573174
95,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.55,1.2,0.06,0.6,0.25,1.0353069862731181,1.5884138187627386,1.5884138187627386,0.6797385620915033,0.6946748591909883,0.42424242424242425,0.49673202614379086,0.07399382364802026,0.8833684639774493,0.48220015378349773,0.8464052287581699,0.8516008733109105,1.0,0.30718954248366015,0.08602018129095844,0.8401440269573174
96,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.55,1.2,0.1,0.56,0.25,1.0353069862731181,1.5884138187627386,1.5884138187627386,0.6797385620915033,0.6946748591909883,0.42424242424242425,0.49673202614379086,0.07399382364802026,0.8833684639774493,0.48220015378349773,0.8464052287581699,0.8516008733109105,1.0,0.30718954248366015,0.08602018129095844,0.8401440269573174
97,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.55,1.2,0.1,0.6,0.25,1.0353069862731181,1.5884138187627386,1.5884138187627386,0.6797385620915033,0.6946748591909883,0.42424242424242425,0.49673202614379086,0.07399382364802026,0.8833684639774493,0.48220015378349773,0.8464052287581699,0.8516008733109105,1.0,0.30718954248366015,0.08602018129095844,0.8401440269573174
98,L12_drop0p2_lr0p0005_ch16-32-32,12,0.2,0.0005,"(16, 32, 32)",0.45,1.0,0.1,0.6,0.0,1.0356904036022594,1.5644576417829918,1.5644576417829918,0.6743421052631579,0.6891803013982106,0.44696969696969696,0.48026315789473684,0.06817527964896171,0.9002984682295079,0.5069231654215272,0.8717105263157895,0.8750692091333909,1.0,0.256578947368421,0.2268951856690817,-0.12733259141948783
99,L12_drop0p2_lr0p0005_ch16-32-32,12,0.2,0.0005,"(16, 32, 32)",0.45,1.2,0.1,0.56,0.0,1.0369635472705978,1.5459408362015787,1.5459408362015787,0.6776315789473685,0.6923751274209989,0.45454545454545453,0.4736842105263158,0.06817527964896171,0.9002984682295079,0.5279862583396171,0.868421052631579,0.8725192988424744,0.9819819819819819,0.23684210526315788,0.2268951856690817,-0.12733259141948783
100,L12_drop0p2_lr0p0005_ch16-32-32,12,0.2,0.0005,"(16, 32, 32)",0.45,1.2,0.1,0.6,0.0,1.0369635472705978,1.5459408362015787,1.5459408362015787,0.6776315789473685,0.6923751274209989,0.45454545454545453,0.4736842105263158,0.06817527964896171,0.9002984682295079,0.5279862583396171,0.868421052631579,0.8725192988424744,0.9819819819819819,0.23684210526315788,0.2268951856690817,-0.12733259141948783
101,L15_drop0p2_lr0p001_ch32-64-64,15,0.2,0.001,"(32, 64, 64)",0.45,1.2,0.03,0.56,0.0,1.0383468161194962,1.6482834162260906,1.6482834162260906,0.6744186046511628,0.6901163073729698,0.3939393939393939,0.53156146179402,0.07504470164836598,0.8781698109742718,0.4284102160129017,0.8637873754152824,0.8641909071823463,1.0,0.2724252491694352,0.06775568567539456,0.8980269825608164
102,L15_drop0p2_lr0p001_ch32-64-64,15,0.2,0.001,"(32, 64, 64)",0.45,1.2,0.03,0.6,0.0,1.0383468161194962,1.6482834162260906,1.6482834162260906,0.6744186046511628,0.6901163073729698,0.3939393939393939,0.53156146179402,0.07504470164836598,0.8781698109742718,0.4284102160129017,0.8637873754152824,0.8641909071823463,1.0,0.2724252491694352,0.06775568567539456,0.8980269825608164
103,L15_drop0p2_lr0p001_ch32-64-64,15,0.2,0.001,"(32, 64, 64)",0.45,1.2,0.06,0.56,0.0,1.0383468161194962,1.6482834162260906,1.6482834162260906,0.6744186046511628,0.6901163073729698,0.3939393939393939,0.53156146179402,0.07504470164836598,0.8781698109742718,0.4284102160129017,0.8637873754152824,0.8641909071823463,1.0,0.2724252491694352,0.06775568567539456,0.8980269825608164
104,L15_drop0p2_lr0p001_ch32-64-64,15,0.2,0.001,"(32, 64, 64)",0.45,1.2,0.06,0.6,0.0,1.0383468161194962,1.6482834162260906,1.6482834162260906,0.6744186046511628,0.6901163073729698,0.3939393939393939,0.53156146179402,0.07504470164836598,0.8781698109742718,0.4284102160129017,0.8637873754152824,0.8641909071823463,1.0,0.2724252491694352,0.06775568567539456,0.8980269825608164
105,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.55,1.2,0.03,0.64,0.25,1.0389404333328267,1.5956807128821557,1.5956807128821557,0.6764705882352942,0.6913424256383149,0.42424242424242425,0.49673202614379086,0.07399382364802026,0.8833684639774493,0.48220015378349773,0.8464052287581699,0.8516008733109105,1.0,0.30718954248366015,0.08602018129095844,0.8401440269573174
106,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.55,1.2,0.06,0.64,0.25,1.0389404333328267,1.5956807128821557,1.5956807128821557,0.6764705882352942,0.6913424256383149,0.42424242424242425,0.49673202614379086,0.07399382364802026,0.8833684639774493,0.48220015378349773,0.8464052287581699,0.8516008733109105,1.0,0.30718954248366015,0.08602018129095844,0.8401440269573174
107,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.55,1.2,0.1,0.64,0.25,1.0389404333328267,1.5956807128821557,1.5956807128821557,0.6764705882352942,0.6913424256383149,0.42424242424242425,0.49673202614379086,0.07399382364802026,0.8833684639774493,0.48220015378349773,0.8464052287581699,0.8516008733109105,1.0,0.30718954248366015,0.08602018129095844,0.8401440269573174
108,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.45,1.2,0.03,0.56,0.25,1.0389630510128707,1.6142397768415027,1.6142397768415027,0.673202614379085,0.6880819262109128,0.4166666666666667,0.5032679738562091,0.07399382364802026,0.8833684639774493,0.4636863251842385,0.8529411764705882,0.8577698045510339,1.0,0.2941176470588235,0.08602018129095844,0.8401440269573174
109,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.45,1.2,0.06,0.56,0.25,1.0389630510128707,1.6142397768415027,1.6142397768415027,0.673202614379085,0.6880819262109128,0.4166666666666667,0.5032679738562091,0.07399382364802026,0.8833684639774493,0.4636863251842385,0.8529411764705882,0.8577698045510339,1.0,0.2941176470588235,0.08602018129095844,0.8401440269573174
110,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.45,1.2,0.1,0.56,0.25,1.0389630510128707,1.6142397768415027,1.6142397768415027,0.673202614379085,0.6880819262109128,0.4166666666666667,0.5032679738562091,0.07399382364802026,0.8833684639774493,0.4636863251842385,0.8529411764705882,0.8577698045510339,1.0,0.2941176470588235,0.08602018129095844,0.8401440269573174
111,L12_drop0p2_lr0p0005_ch16-32-32,12,0.2,0.0005,"(16, 32, 32)",0.45,1.0,0.1,0.64,0.0,1.0394089641506716,1.5718947628798163,1.5718947628798163,0.6710526315789473,0.6857239285543656,0.44696969696969696,0.48026315789473684,0.06817527964896171,0.9002984682295079,0.5069231654215272,0.8717105263157895,0.8750692091333909,1.0,0.256578947368421,0.2268951856690817,-0.12733259141948783
112,L12_drop0p2_lr0p0005_ch16-32-32,12,0.2,0.0005,"(16, 32, 32)",0.45,1.2,0.1,0.64,0.0,1.0406859302076672,1.553385602075717,1.553385602075717,0.6743421052631579,0.6889123839293924,0.45454545454545453,0.4736842105263158,0.06817527964896171,0.9002984682295079,0.5279862583396171,0.868421052631579,0.8725192988424744,0.9819819819819819,0.23684210526315788,0.2268951856690817,-0.12733259141948783
113,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.45,1.2,0.03,0.6,0.25,1.042607127750575,1.6215279303169117,1.6215279303169117,0.6699346405228758,0.6847317765282465,0.4166666666666667,0.5032679738562091,0.07399382364802026,0.8833684639774493,0.4636863251842385,0.8529411764705882,0.8577698045510339,1.0,0.2941176470588235,0.08602018129095844,0.8401440269573174
114,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.45,1.2,0.06,0.6,0.25,1.042607127750575,1.6215279303169117,1.6215279303169117,0.6699346405228758,0.6847317765282465,0.4166666666666667,0.5032679738562091,0.07399382364802026,0.8833684639774493,0.4636863251842385,0.8529411764705882,0.8577698045510339,1.0,0.2941176470588235,0.08602018129095844,0.8401440269573174
115,L10_drop0p1_lr0p001_ch32-64-64,10,0.1,0.001,"(32, 64, 64)",0.45,1.2,0.1,0.6,0.25,1.042607127750575,1.6215279303169117,1.6215279303169117,0.6699346405228758,0.6847317765282465,0.4166666666666667,0.5032679738562091,0.07399382364802026,0.8833684639774493,0.4636863251842385,0.8529411764705882,0.8577698045510339,1.0,0.2941176470588235,0.08602018129095844,0.8401440269573174
116,L15_drop0p2_lr0p001_ch32-64-64,15,0.2,0.001,"(32, 64, 64)",0.45,1.2,0.1,0.56,0.0,1.0433553143647183,1.6482834162260906,1.6482834162260906,0.6744186046511628,0.6901163073729698,0.3939393939393939,0.53156146179402,0.07504470164836598,0.8781698109742718,0.4384272125033461,0.8604651162790697,0.8605499438832772,1.0,0.2790697674418605,0.06775568567539456,0.8980269825608164
117,L15_drop0p2_lr0p001_ch32-64-64,15,0.2,0.001,"(32, 64, 64)",0.45,1.2,0.1,0.6,0.0,1.0433553143647183,1.6482834162260906,1.6482834162260906,0.6744186046511628,0.6901163073729698,0.3939393939393939,0.53156146179402,0.07504470164836598,0.8781698109742718,0.4384272125033461,0.8604651162790697,0.8605499438832772,1.0,0.2790697674418605,0.06775568567539456,0.8980269825608164
118,L15_drop0p2_lr0p001_ch32-64-64,15,0.2,0.001,"(32, 64, 64)",0.45,1.0,0.03,0.56,0.0,1.0439930482591948,1.6411342523642505,1.6411342523642505,0.6777408637873754,0.6933053946443261,0.3939393939393939,0.5315614617940199,0.07504470164836598,0.8781698109742718,0.44685184415413937,0.8571428571428571,0.8582359512839174,1.0,0.2857142857142858,0.06775568567539456,0.8980269825608164
119,L15_drop0p2_lr0p001_ch32-64-64,15,0.2,0.001,"(32, 64, 64)",0.45,1.0,0.06,0.56,0.0,1.0439930482591948,1.6411342523642505,1.6411342523642505,0.6777408637873754,0.6933053946443261,0.3939393939393939,0.5315614617940199,0.07504470164836598,0.8781698109742718,0.44685184415413937,0.8571428571428571,0.8582359512839174,1.0,0.2857142857142858,0.06775568567539456,0.8980269825608164
