top_rank,arch_name,window_length,dropout,learning_rate,channels,eta,temperature,mid_floor,late_tau,order_blend,proxy_mean_score,proxy_worst_score,C1_to_C4_score,C1_to_C4_acc,C1_to_C4_f1,C1_to_C4_middle_recall,C1_to_C4_ratio_penalty,C1_to_C4_q_RMSE,C1_to_C4_q_R2,C4_to_C1_score,C4_to_C1_acc,C4_to_C1_f1,C4_to_C1_middle_recall,C4_to_C1_ratio_penalty,C4_to_C1_q_RMSE,C4_to_C1_q_R2
1437,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.55,1.0,0.06,0.56,0.25,1.3408105858299852,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6288891441370686,0.8157894736842105,0.8212230701429798,1.0,0.36842105263157887,0.20239786714360455,0.10295678844005951
1438,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.55,1.0,0.1,0.56,0.25,1.3408105858299852,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6288891441370686,0.8157894736842105,0.8212230701429798,1.0,0.36842105263157887,0.20239786714360455,0.10295678844005951
1439,L10_drop0p2_lr0p0005_ch16-32-32,10,0.2,0.0005,"(16, 32, 32)",0.45,1.0,0.03,0.6,0.25,1.3426570556481328,1.9567807452704473,1.9567807452704473,0.5947712418300654,0.6071499306793425,0.30303030303030304,0.6013071895424837,0.06662150242443568,0.9054516618077999,0.7285333660258182,0.7647058823529411,0.755364267401768,1.0,0.4705882352941176,0.06994097381587967,0.8943203147565536
1440,L10_drop0p2_lr0p0005_ch16-32-32,10,0.2,0.0005,"(16, 32, 32)",0.45,1.0,0.06,0.6,0.25,1.3426570556481328,1.9567807452704473,1.9567807452704473,0.5947712418300654,0.6071499306793425,0.30303030303030304,0.6013071895424837,0.06662150242443568,0.9054516618077999,0.7285333660258182,0.7647058823529411,0.755364267401768,1.0,0.4705882352941176,0.06994097381587967,0.8943203147565536
1441,L10_drop0p2_lr0p0005_ch16-32-32,10,0.2,0.0005,"(16, 32, 32)",0.45,1.0,0.1,0.6,0.25,1.3426570556481328,1.9567807452704473,1.9567807452704473,0.5947712418300654,0.6071499306793425,0.30303030303030304,0.6013071895424837,0.06662150242443568,0.9054516618077999,0.7285333660258182,0.7647058823529411,0.755364267401768,1.0,0.4705882352941176,0.06994097381587967,0.8943203147565536
1442,L15_drop0p1_lr0p001_ch16-32-32,15,0.1,0.001,"(16, 32, 32)",0.45,1.0,0.1,0.56,0.25,1.3433047230646897,1.5710966746600252,1.5710966746600252,0.5548172757475083,0.41080742465716114,1.0,0.8903654485049834,0.2145099060387652,0.004572687673694231,1.1155127714693542,0.6810631229235881,0.6509839724081964,1.0,0.6378737541528239,0.23176164073502606,-0.19310013480888277
1443,L15_drop0p1_lr0p0005_ch16-32-32,15,0.1,0.0005,"(16, 32, 32)",0.45,1.0,0.03,0.56,0.0,1.3435750858523101,1.7977558400884002,1.7977558400884002,0.6146179401993356,0.6291535898247204,0.3787878787878788,0.5448504983388704,0.062411736408500514,0.915734970222317,0.8893943316162203,0.7342192691029901,0.7174901047304768,1.0,0.5315614617940201,0.19711042953575084,0.1369956397587725
1444,L15_drop0p1_lr0p0005_ch16-32-32,15,0.1,0.0005,"(16, 32, 32)",0.45,1.0,0.06,0.56,0.0,1.3435750858523101,1.7977558400884002,1.7977558400884002,0.6146179401993356,0.6291535898247204,0.3787878787878788,0.5448504983388704,0.062411736408500514,0.915734970222317,0.8893943316162203,0.7342192691029901,0.7174901047304768,1.0,0.5315614617940201,0.19711042953575084,0.1369956397587725
1445,L15_drop0p1_lr0p0005_ch16-32-32,15,0.1,0.0005,"(16, 32, 32)",0.45,1.0,0.1,0.56,0.0,1.3435750858523101,1.7977558400884002,1.7977558400884002,0.6146179401993356,0.6291535898247204,0.3787878787878788,0.5448504983388704,0.062411736408500514,0.915734970222317,0.8893943316162203,0.7342192691029901,0.7174901047304768,1.0,0.5315614617940201,0.19711042953575084,0.1369956397587725
1446,L12_drop0p1_lr0p001_ch16-32-32,12,0.1,0.001,"(16, 32, 32)",0.45,1.0,0.1,0.64,0.0,1.343675120742491,1.4465059059035716,1.4465059059035716,0.5921052631578947,0.462098241358399,1.0,0.8157894736842104,0.21520548580414336,0.006530245070965113,1.2408443355814105,0.6546052631578947,0.640657272160336,0.8198198198198198,0.4276315789473684,0.19670211296782647,0.15273444467259234
1447,L15_drop0p1_lr0p0005_ch16-32-32,15,0.1,0.0005,"(16, 32, 32)",0.45,1.2,0.03,0.56,0.25,1.3440083262227622,1.8428114010919303,1.8428114010919303,0.6046511627906976,0.6189404209727402,0.36363636363636365,0.558139534883721,0.062411736408500514,0.915734970222317,0.8452052513535941,0.7475083056478405,0.7354882031774603,1.0,0.5049833887043189,0.19711042953575084,0.1369956397587725
1448,L15_drop0p1_lr0p0005_ch16-32-32,15,0.1,0.0005,"(16, 32, 32)",0.45,1.2,0.06,0.56,0.25,1.3440083262227622,1.8428114010919303,1.8428114010919303,0.6046511627906976,0.6189404209727402,0.36363636363636365,0.558139534883721,0.062411736408500514,0.915734970222317,0.8452052513535941,0.7475083056478405,0.7354882031774603,1.0,0.5049833887043189,0.19711042953575084,0.1369956397587725
1449,L15_drop0p1_lr0p0005_ch16-32-32,15,0.1,0.0005,"(16, 32, 32)",0.45,1.2,0.1,0.56,0.25,1.3440083262227622,1.8428114010919303,1.8428114010919303,0.6046511627906976,0.6189404209727402,0.36363636363636365,0.558139534883721,0.062411736408500514,0.915734970222317,0.8452052513535941,0.7475083056478405,0.7354882031774603,1.0,0.5049833887043189,0.19711042953575084,0.1369956397587725
1450,L15_drop0p1_lr0p0005_ch16-32-32,15,0.1,0.0005,"(16, 32, 32)",0.55,1.0,0.03,0.56,0.0,1.344636079812782,1.8837497938779042,1.8837497938779042,0.6013289036544851,0.6161348691469173,0.3409090909090909,0.5780730897009967,0.062411736408500514,0.915734970222317,0.8055223657476601,0.7641196013289037,0.7450246056342326,1.0,0.47176079734219273,0.19711042953575084,0.1369956397587725
1451,L15_drop0p1_lr0p0005_ch16-32-32,15,0.1,0.0005,"(16, 32, 32)",0.55,1.0,0.06,0.56,0.0,1.344636079812782,1.8837497938779042,1.8837497938779042,0.6013289036544851,0.6161348691469173,0.3409090909090909,0.5780730897009967,0.062411736408500514,0.915734970222317,0.8055223657476601,0.7641196013289037,0.7450246056342326,1.0,0.47176079734219273,0.19711042953575084,0.1369956397587725
1452,L15_drop0p1_lr0p0005_ch16-32-32,15,0.1,0.0005,"(16, 32, 32)",0.55,1.0,0.1,0.56,0.0,1.344636079812782,1.8837497938779042,1.8837497938779042,0.6013289036544851,0.6161348691469173,0.3409090909090909,0.5780730897009967,0.062411736408500514,0.915734970222317,0.8055223657476601,0.7641196013289037,0.7450246056342326,1.0,0.47176079734219273,0.19711042953575084,0.1369956397587725
1453,L10_drop0p2_lr0p001_ch16-32-32,10,0.2,0.001,"(16, 32, 32)",0.45,1.2,0.03,0.56,0.0,1.3447176056824848,1.8505444270507487,1.8505444270507487,0.4803921568627451,0.30512520369987833,1.0,1.0392156862745097,0.22713340813337504,-0.09897317045291087,0.8388907843142208,0.7516339869281046,0.7373277684051165,0.954954954954955,0.4640522875816994,0.11769147724163269,0.7007610036126022
1454,L10_drop0p2_lr0p001_ch16-32-32,10,0.2,0.001,"(16, 32, 32)",0.45,1.2,0.06,0.56,0.0,1.3447176056824848,1.8505444270507487,1.8505444270507487,0.4803921568627451,0.30512520369987833,1.0,1.0392156862745097,0.22713340813337504,-0.09897317045291087,0.8388907843142208,0.7516339869281046,0.7373277684051165,0.954954954954955,0.4640522875816994,0.11769147724163269,0.7007610036126022
1455,L15_drop0p1_lr0p001_ch16-32-32,15,0.1,0.001,"(16, 32, 32)",0.45,1.0,0.1,0.56,0.0,1.3447775176538577,1.5601647169843036,1.5601647169843036,0.5581395348837209,0.41521085561062804,1.0,0.8837209302325582,0.2145099060387652,0.004572687673694231,1.1293903183234117,0.6744186046511628,0.6488324175824176,1.0,0.6511627906976745,0.23176164073502606,-0.19310013480888277
1456,L15_drop0p1_lr0p001_ch32-64-64,15,0.1,0.001,"(32, 64, 64)",0.65,1.0,0.03,0.56,0.0,1.3448499571052281,1.5810363148660433,1.5810363148660433,0.6877076411960132,0.7033739050210753,0.4166666666666667,0.5116279069767442,0.06744574929097327,0.9015934480175608,1.108663599344413,0.6378737541528239,0.6218220352928013,1.0,0.7242524916943522,0.0784708475111502,0.8632238208311621
1457,L15_drop0p1_lr0p001_ch32-64-64,15,0.1,0.001,"(32, 64, 64)",0.65,1.0,0.03,0.6,0.0,1.3448499571052281,1.5810363148660433,1.5810363148660433,0.6877076411960132,0.7033739050210753,0.4166666666666667,0.5116279069767442,0.06744574929097327,0.9015934480175608,1.108663599344413,0.6378737541528239,0.6218220352928013,1.0,0.7242524916943522,0.0784708475111502,0.8632238208311621
1458,L15_drop0p1_lr0p001_ch32-64-64,15,0.1,0.001,"(32, 64, 64)",0.65,1.0,0.06,0.56,0.0,1.3448499571052281,1.5810363148660433,1.5810363148660433,0.6877076411960132,0.7033739050210753,0.4166666666666667,0.5116279069767442,0.06744574929097327,0.9015934480175608,1.108663599344413,0.6378737541528239,0.6218220352928013,1.0,0.7242524916943522,0.0784708475111502,0.8632238208311621
1459,L15_drop0p1_lr0p001_ch32-64-64,15,0.1,0.001,"(32, 64, 64)",0.65,1.0,0.06,0.6,0.0,1.3448499571052281,1.5810363148660433,1.5810363148660433,0.6877076411960132,0.7033739050210753,0.4166666666666667,0.5116279069767442,0.06744574929097327,0.9015934480175608,1.108663599344413,0.6378737541528239,0.6218220352928013,1.0,0.7242524916943522,0.0784708475111502,0.8632238208311621
1460,L15_drop0p1_lr0p001_ch32-64-64,15,0.1,0.001,"(32, 64, 64)",0.65,1.0,0.1,0.56,0.0,1.3448499571052281,1.5810363148660433,1.5810363148660433,0.6877076411960132,0.7033739050210753,0.4166666666666667,0.5116279069767442,0.06744574929097327,0.9015934480175608,1.108663599344413,0.6378737541528239,0.6218220352928013,1.0,0.7242524916943522,0.0784708475111502,0.8632238208311621
1461,L15_drop0p1_lr0p001_ch32-64-64,15,0.1,0.001,"(32, 64, 64)",0.65,1.0,0.1,0.6,0.0,1.3448499571052281,1.5810363148660433,1.5810363148660433,0.6877076411960132,0.7033739050210753,0.4166666666666667,0.5116279069767442,0.06744574929097327,0.9015934480175608,1.108663599344413,0.6378737541528239,0.6218220352928013,1.0,0.7242524916943522,0.0784708475111502,0.8632238208311621
1462,L15_drop0p1_lr0p001_ch16-32-32,15,0.1,0.001,"(16, 32, 32)",0.55,1.0,0.03,0.64,0.25,1.345098531780871,1.5931794471299232,1.5931794471299232,0.5481727574750831,0.40181818181818185,1.0,0.9036544850498338,0.2145099060387652,0.004572687673694231,1.097017616431819,0.6877076411960132,0.6569835340535399,1.0,0.6245847176079735,0.23176164073502606,-0.19310013480888277
1463,L15_drop0p1_lr0p001_ch16-32-32,15,0.1,0.001,"(16, 32, 32)",0.55,1.0,0.06,0.64,0.25,1.345098531780871,1.5931794471299232,1.5931794471299232,0.5481727574750831,0.40181818181818185,1.0,0.9036544850498338,0.2145099060387652,0.004572687673694231,1.097017616431819,0.6877076411960132,0.6569835340535399,1.0,0.6245847176079735,0.23176164073502606,-0.19310013480888277
1464,L15_drop0p1_lr0p001_ch16-32-32,15,0.1,0.001,"(16, 32, 32)",0.55,1.0,0.1,0.64,0.25,1.345098531780871,1.5931794471299232,1.5931794471299232,0.5481727574750831,0.40181818181818185,1.0,0.9036544850498338,0.2145099060387652,0.004572687673694231,1.097017616431819,0.6877076411960132,0.6569835340535399,1.0,0.6245847176079735,0.23176164073502606,-0.19310013480888277
1465,L10_drop0p2_lr0p001_ch16-32-32,10,0.2,0.001,"(16, 32, 32)",0.55,1.0,0.03,0.64,0.25,1.3453473231884336,1.8505444270507487,1.8505444270507487,0.4803921568627451,0.30512520369987833,1.0,1.0392156862745097,0.22713340813337504,-0.09897317045291087,0.8401502193261188,0.7352941176470589,0.7239129327455812,1.0,0.5294117647058822,0.11769147724163269,0.7007610036126022
1466,L10_drop0p2_lr0p001_ch16-32-32,10,0.2,0.001,"(16, 32, 32)",0.55,1.0,0.06,0.64,0.25,1.3453473231884336,1.8505444270507487,1.8505444270507487,0.4803921568627451,0.30512520369987833,1.0,1.0392156862745097,0.22713340813337504,-0.09897317045291087,0.8401502193261188,0.7352941176470589,0.7239129327455812,1.0,0.5294117647058822,0.11769147724163269,0.7007610036126022
1467,L10_drop0p2_lr0p001_ch16-32-32,10,0.2,0.001,"(16, 32, 32)",0.55,1.0,0.1,0.64,0.25,1.3453473231884336,1.8505444270507487,1.8505444270507487,0.4803921568627451,0.30512520369987833,1.0,1.0392156862745097,0.22713340813337504,-0.09897317045291087,0.8401502193261188,0.7352941176470589,0.7239129327455812,1.0,0.5294117647058822,0.11769147724163269,0.7007610036126022
1468,L12_drop0p1_lr0p001_ch16-32-32,12,0.1,0.001,"(16, 32, 32)",0.45,1.0,0.1,0.64,0.25,1.3454723505134658,1.4873377948175748,1.4873377948175748,0.5789473684210527,0.44671201814058953,1.0,0.8421052631578948,0.21520548580414336,0.006530245070965113,1.203606906209357,0.6546052631578947,0.5682626690884459,1.0,0.6907894736842104,0.19670211296782647,0.15273444467259234
1469,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.55,1.2,0.03,0.64,0.0,1.3455905637687944,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6384491000146869,0.8125,0.8179165279642628,1.0,0.37500000000000006,0.20239786714360455,0.10295678844005951
1470,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.55,1.2,0.06,0.64,0.0,1.3455905637687944,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6384491000146869,0.8125,0.8179165279642628,1.0,0.37500000000000006,0.20239786714360455,0.10295678844005951
1471,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.55,1.2,0.1,0.64,0.0,1.3455905637687944,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6384491000146869,0.8125,0.8179165279642628,1.0,0.37500000000000006,0.20239786714360455,0.10295678844005951
1472,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.55,1.0,0.03,0.6,0.25,1.3456162877161297,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6385005479093574,0.8125,0.8178736547187041,1.0,0.375,0.20239786714360455,0.10295678844005951
1473,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.55,1.0,0.06,0.6,0.25,1.3456162877161297,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6385005479093574,0.8125,0.8178736547187041,1.0,0.375,0.20239786714360455,0.10295678844005951
1474,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.55,1.0,0.1,0.6,0.25,1.3456162877161297,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6385005479093574,0.8125,0.8178736547187041,1.0,0.375,0.20239786714360455,0.10295678844005951
1475,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.55,1.2,0.03,0.56,0.25,1.3456162877161297,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6385005479093574,0.8125,0.8178736547187041,1.0,0.375,0.20239786714360455,0.10295678844005951
1476,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.55,1.2,0.06,0.56,0.25,1.3456162877161297,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6385005479093574,0.8125,0.8178736547187041,1.0,0.375,0.20239786714360455,0.10295678844005951
1477,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.55,1.2,0.1,0.56,0.25,1.3456162877161297,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6385005479093574,0.8125,0.8178736547187041,1.0,0.375,0.20239786714360455,0.10295678844005951
1478,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.45,1.0,0.03,0.56,0.25,1.3456767801394915,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6386215327560811,0.8125,0.817772834013101,1.0,0.37500000000000006,0.20239786714360455,0.10295678844005951
1479,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.45,1.0,0.06,0.56,0.25,1.3456767801394915,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6386215327560811,0.8125,0.817772834013101,1.0,0.37500000000000006,0.20239786714360455,0.10295678844005951
1480,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.45,1.0,0.1,0.56,0.25,1.3456767801394915,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6386215327560811,0.8125,0.817772834013101,1.0,0.37500000000000006,0.20239786714360455,0.10295678844005951
1481,L10_drop0p2_lr0p0005_ch16-32-32,10,0.2,0.0005,"(16, 32, 32)",0.45,1.0,0.03,0.64,0.25,1.3463830363468539,1.9642327066678893,1.9642327066678893,0.5915032679738562,0.6036632743949818,0.30303030303030304,0.6013071895424836,0.06662150242443568,0.9054516618077999,0.7285333660258182,0.7647058823529411,0.755364267401768,1.0,0.4705882352941176,0.06994097381587967,0.8943203147565536
1482,L10_drop0p2_lr0p0005_ch16-32-32,10,0.2,0.0005,"(16, 32, 32)",0.45,1.0,0.06,0.64,0.25,1.3463830363468539,1.9642327066678893,1.9642327066678893,0.5915032679738562,0.6036632743949818,0.30303030303030304,0.6013071895424836,0.06662150242443568,0.9054516618077999,0.7285333660258182,0.7647058823529411,0.755364267401768,1.0,0.4705882352941176,0.06994097381587967,0.8943203147565536
1483,L10_drop0p2_lr0p0005_ch16-32-32,10,0.2,0.0005,"(16, 32, 32)",0.45,1.0,0.1,0.64,0.25,1.3463830363468539,1.9642327066678893,1.9642327066678893,0.5915032679738562,0.6036632743949818,0.30303030303030304,0.6013071895424836,0.06662150242443568,0.9054516618077999,0.7285333660258182,0.7647058823529411,0.755364267401768,1.0,0.4705882352941176,0.06994097381587967,0.8943203147565536
1484,L10_drop0p2_lr0p0005_ch16-32-32,10,0.2,0.0005,"(16, 32, 32)",0.55,1.0,0.03,0.56,0.0,1.3481630712404742,1.9767450974355283,1.9767450974355283,0.6013071895424836,0.6135125744237317,0.2803030303030303,0.6209150326797386,0.06662150242443568,0.9054516618077999,0.7195810450454201,0.7679738562091504,0.7581949052558034,1.0,0.4640522875816993,0.06994097381587967,0.8943203147565536
1485,L10_drop0p2_lr0p0005_ch16-32-32,10,0.2,0.0005,"(16, 32, 32)",0.55,1.0,0.06,0.56,0.0,1.3481630712404742,1.9767450974355283,1.9767450974355283,0.6013071895424836,0.6135125744237317,0.2803030303030303,0.6209150326797386,0.06662150242443568,0.9054516618077999,0.7195810450454201,0.7679738562091504,0.7581949052558034,1.0,0.4640522875816993,0.06994097381587967,0.8943203147565536
1486,L10_drop0p2_lr0p0005_ch16-32-32,10,0.2,0.0005,"(16, 32, 32)",0.55,1.0,0.1,0.56,0.0,1.3481630712404742,1.9767450974355283,1.9767450974355283,0.6013071895424836,0.6135125744237317,0.2803030303030303,0.6209150326797386,0.06662150242443568,0.9054516618077999,0.7195810450454201,0.7679738562091504,0.7581949052558034,1.0,0.4640522875816993,0.06994097381587967,0.8943203147565536
1487,L15_drop0p1_lr0p0005_ch16-32-32,15,0.1,0.0005,"(16, 32, 32)",0.55,1.0,0.03,0.6,0.0,1.348436916012952,1.8913514662782438,1.8913514662782438,0.5980066445182725,0.6125686914268114,0.3409090909090909,0.5780730897009967,0.062411736408500514,0.915734970222317,0.8055223657476601,0.7641196013289037,0.7450246056342326,1.0,0.47176079734219273,0.19711042953575084,0.1369956397587725
1488,L15_drop0p1_lr0p0005_ch16-32-32,15,0.1,0.0005,"(16, 32, 32)",0.55,1.0,0.03,0.64,0.0,1.348436916012952,1.8913514662782438,1.8913514662782438,0.5980066445182725,0.6125686914268114,0.3409090909090909,0.5780730897009967,0.062411736408500514,0.915734970222317,0.8055223657476601,0.7641196013289037,0.7450246056342326,1.0,0.47176079734219273,0.19711042953575084,0.1369956397587725
1489,L15_drop0p1_lr0p0005_ch16-32-32,15,0.1,0.0005,"(16, 32, 32)",0.55,1.0,0.06,0.6,0.0,1.348436916012952,1.8913514662782438,1.8913514662782438,0.5980066445182725,0.6125686914268114,0.3409090909090909,0.5780730897009967,0.062411736408500514,0.915734970222317,0.8055223657476601,0.7641196013289037,0.7450246056342326,1.0,0.47176079734219273,0.19711042953575084,0.1369956397587725
1490,L15_drop0p1_lr0p0005_ch16-32-32,15,0.1,0.0005,"(16, 32, 32)",0.55,1.0,0.06,0.64,0.0,1.348436916012952,1.8913514662782438,1.8913514662782438,0.5980066445182725,0.6125686914268114,0.3409090909090909,0.5780730897009967,0.062411736408500514,0.915734970222317,0.8055223657476601,0.7641196013289037,0.7450246056342326,1.0,0.47176079734219273,0.19711042953575084,0.1369956397587725
1491,L15_drop0p1_lr0p0005_ch16-32-32,15,0.1,0.0005,"(16, 32, 32)",0.55,1.0,0.1,0.6,0.0,1.348436916012952,1.8913514662782438,1.8913514662782438,0.5980066445182725,0.6125686914268114,0.3409090909090909,0.5780730897009967,0.062411736408500514,0.915734970222317,0.8055223657476601,0.7641196013289037,0.7450246056342326,1.0,0.47176079734219273,0.19711042953575084,0.1369956397587725
1492,L15_drop0p1_lr0p0005_ch16-32-32,15,0.1,0.0005,"(16, 32, 32)",0.55,1.0,0.1,0.64,0.0,1.348436916012952,1.8913514662782438,1.8913514662782438,0.5980066445182725,0.6125686914268114,0.3409090909090909,0.5780730897009967,0.062411736408500514,0.915734970222317,0.8055223657476601,0.7641196013289037,0.7450246056342326,1.0,0.47176079734219273,0.19711042953575084,0.1369956397587725
1493,L15_drop0p1_lr0p001_ch32-64-64,15,0.1,0.001,"(32, 64, 64)",0.65,1.0,0.03,0.64,0.0,1.348438313085345,1.5882130268262769,1.5882130268262769,0.6843853820598007,0.7001618610010579,0.4166666666666667,0.5116279069767442,0.06744574929097327,0.9015934480175608,1.108663599344413,0.6378737541528239,0.6218220352928013,1.0,0.7242524916943522,0.0784708475111502,0.8632238208311621
1494,L15_drop0p1_lr0p001_ch32-64-64,15,0.1,0.001,"(32, 64, 64)",0.65,1.0,0.06,0.64,0.0,1.348438313085345,1.5882130268262769,1.5882130268262769,0.6843853820598007,0.7001618610010579,0.4166666666666667,0.5116279069767442,0.06744574929097327,0.9015934480175608,1.108663599344413,0.6378737541528239,0.6218220352928013,1.0,0.7242524916943522,0.0784708475111502,0.8632238208311621
1495,L15_drop0p1_lr0p001_ch32-64-64,15,0.1,0.001,"(32, 64, 64)",0.65,1.0,0.1,0.64,0.0,1.348438313085345,1.5882130268262769,1.5882130268262769,0.6843853820598007,0.7001618610010579,0.4166666666666667,0.5116279069767442,0.06744574929097327,0.9015934480175608,1.108663599344413,0.6378737541528239,0.6218220352928013,1.0,0.7242524916943522,0.0784708475111502,0.8632238208311621
1496,L15_drop0p1_lr0p001_ch16-32-32,15,0.1,0.001,"(16, 32, 32)",0.45,1.2,0.1,0.56,0.25,1.3488068612210324,1.5821009509727109,1.5821009509727109,0.5514950166112956,0.4063437281728912,1.0,0.8970099667774087,0.2145099060387652,0.004572687673694231,1.1155127714693542,0.6810631229235881,0.6509839724081964,1.0,0.6378737541528239,0.23176164073502606,-0.19310013480888277
1497,L10_drop0p1_lr0p001_ch16-32-32,10,0.1,0.001,"(16, 32, 32)",0.55,1.2,0.03,0.64,0.0,1.3500440259342277,1.6657545660222388,1.6657545660222388,0.5261437908496732,0.3804010894475442,1.0,0.9477124183006536,0.22019985214198945,-0.032901958663708486,1.0343334858462163,0.738562091503268,0.7220801198827008,0.9369369369369369,0.47712418300653603,0.25062946311356493,-0.3570392496198984
1498,L10_drop0p1_lr0p001_ch16-32-32,10,0.1,0.001,"(16, 32, 32)",0.55,1.2,0.06,0.64,0.0,1.3500440259342277,1.6657545660222388,1.6657545660222388,0.5261437908496732,0.3804010894475442,1.0,0.9477124183006536,0.22019985214198945,-0.032901958663708486,1.0343334858462163,0.738562091503268,0.7220801198827008,0.9369369369369369,0.47712418300653603,0.25062946311356493,-0.3570392496198984
1499,L10_drop0p1_lr0p001_ch16-32-32,10,0.1,0.001,"(16, 32, 32)",0.55,1.2,0.1,0.64,0.0,1.3500440259342277,1.6657545660222388,1.6657545660222388,0.5261437908496732,0.3804010894475442,1.0,0.9477124183006536,0.22019985214198945,-0.032901958663708486,1.0343334858462163,0.738562091503268,0.7220801198827008,0.9369369369369369,0.47712418300653603,0.25062946311356493,-0.3570392496198984
1500,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.55,1.0,0.03,0.64,0.25,1.3504364452750393,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6481408630271768,0.8092105263157895,0.8145001465064862,1.0,0.3815789473684211,0.20239786714360455,0.10295678844005951
1501,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.55,1.0,0.06,0.64,0.25,1.3504364452750393,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6481408630271768,0.8092105263157895,0.8145001465064862,1.0,0.3815789473684211,0.20239786714360455,0.10295678844005951
1502,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.55,1.0,0.1,0.64,0.25,1.3504364452750393,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6481408630271768,0.8092105263157895,0.8145001465064862,1.0,0.3815789473684211,0.20239786714360455,0.10295678844005951
1503,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.55,1.2,0.03,0.6,0.25,1.3504364452750393,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6481408630271768,0.8092105263157895,0.8145001465064862,1.0,0.3815789473684211,0.20239786714360455,0.10295678844005951
