feature,mi_stage,mi_q,spearman_abs_q,domain_instability_train_conditions,feature_score
ch3_var__rel,0.4186120077419748,1.1263156589646015,0.641650528459683,0.0,1.2075914798066085
ch6_iqr__rel,0.4337709860278731,1.035264369854573,0.6687632936316732,0.0,1.2073104255771812
ch3_total_power__rel,0.41594468686700514,1.1334135919209962,0.6418543217369611,0.0,1.207253789681383
ch2_shape_factor__rel,0.425767170224957,1.0372435617225682,0.6817432543278361,0.0,1.2063379237306615
ch1_mean__rel,0.3845759429450766,1.2362561888035501,0.6354051576673165,0.0,1.205196040037851
ch5_wp_energy_ratio_8__online_rank,0.5781535011423218,1.3588965008717215,0.16763138587945794,0.0,1.2037798887953586
ch2_wp_energy_ratio_7__rel,0.3961701155533821,0.9387489102660043,0.793490541624064,0.0,1.200769043595057
ch7_wp_energy_8__rel,0.5850896402472998,1.5553982456318316,0.017983364164419195,0.0,1.1978788405336014
ch6_q75__online_rank,0.4607576077469888,1.0127470964065695,0.6101193112635098,0.0,1.1968604734589174
ch6_wp_energy_3__rel,0.4666279167572134,0.7903551953943388,0.7334448980898791,0.0,1.1933097207703869
ch4_wp_energy_2__rel,0.49746986069183374,1.0351154268552496,0.5152840987252637,0.0,1.1929135004592495
ch6_band_power_q4__online_rank,0.4242956195062051,1.4860132844122744,0.3623867457459896,0.0,1.186142541161416
ch6_band_ratio_q4_q1__rel,0.44846675169407635,1.573003106653403,0.2524347565787952,0.0,1.1827036303105123
ch2_wp_energy_5__rel,0.43194601388451304,1.0085601533778243,0.6404988371396451,0.0,1.1804110293820078
ch6_wp_energy_7__online_rank,0.4118478566064252,1.2129443894408678,0.5388406892641204,0.0,1.1739255576666376
ch2_spec_entropy__online_rank,0.4846453976436489,1.189254122197518,0.3994194557803201,0.0,1.1690295808563211
ch2_iqr__online_rank,0.5299100611141108,0.8410030156567911,0.5250429788930533,0.0,1.166025761096578
ch3_q25__rel,0.34093643334965495,1.3160569767305228,0.6004572036482648,0.0,1.165901480546849
ch1_spec_centroid__rel,0.4380599960119642,1.8153097375647764,0.08644868565288279,0.0,1.1647711808699182
ch2_wp_energy_ratio_8__online_rank,0.44647763048585154,0.856973623758813,0.6793928673987187,0.0,1.1647322389193167
ch4_dom_power__online_rank,0.4160986276443792,1.0619910442049383,0.5999501247274838,0.0,1.1593779244806617
